"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"f5806",-0.318104555067635,7.32486028753002,-5.89342285446123,2.64245019432977e-05,0.00019677392072105,2.20512304478071
"f1077",0.252191529257946,9.00866415457525,5.88968981268058,2.66082109180172e-05,0.000197991028689282,2.19800518114614
"f5690",-0.182454167274933,12.1508653976825,-5.8871903515935,2.67319549840788e-05,0.000198760426327588,2.19323839903617
"f1947",-0.237821304348915,6.7574092664281,-5.88508643288783,2.68365800367522e-05,0.000199386606052524,2.18922533703771
"f9073",0.399216368467602,8.52468989351859,5.88319715627625,2.69308939237914e-05,0.000199935283917509,2.18562119898935
"f10922",-0.322410819751674,7.89820316986235,-5.8821827160799,2.69816775093029e-05,0.000200160204453978,2.18368577921715
"f10628",0.219210408393813,9.39652709460591,5.88170452446052,2.70056506230167e-05,0.000200186044451345,2.18277340562026
"f9765",0.261373462398378,7.132154722315,5.87906204066207,2.71385256616767e-05,0.000201018495613784,2.17773110057813
"f6726",-0.166120344623753,10.2802077347852,-5.8780288809065,2.71906618233269e-05,0.000201252095465078,2.17575941133585
"f402",0.154592641720171,8.32893442053953,5.87639494946732,2.72733272167654e-05,0.000201711133162602,2.17264092293984
"f1003",0.487012413039273,8.01472845062001,5.87293037565643,2.74494754455791e-05,0.000202860344253637,2.16602736367402
"f8694",-0.175179828979831,13.3638565127372,-5.87102515683464,2.7546845359294e-05,0.000203387909932333,2.16238981024588
"f9832",0.376815726937741,6.86449066127411,5.87071956303639,2.75624966991206e-05,0.000203387909932333,2.16180630924953
"f323",-0.183550747017525,11.7386690857348,-5.86909795837045,2.76457038307786e-05,0.000203847944472986,2.1587098140127
"f9299",-0.192684297930009,10.0317740164759,-5.86214200377406,2.80055974552462e-05,0.000206345917901776,2.14542338281955
"f3768",-0.274977088256509,8.94323034406383,-5.86028518129392,2.81024883672293e-05,0.000206903776449005,2.14187564497638
"f7454",-0.280490814279792,8.77108584456162,-5.85882469335552,2.81789428513772e-05,0.000207310445525569,2.13908485063273
