"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"f3696",0.146940385748547,6.70443107358614,1.63211227241679,0.122916792346206,0.269298402458131,-5.73352069554893
"f3855",0.118464599763539,6.55335270571096,1.63202843618453,0.122934582903098,0.269298402458131,-5.73364381366207
"f2122",0.0931808123729283,8.11619482919065,1.63095929181865,0.1231616557131,0.269629602945868,-5.73521352113931
"f2397",-0.0780123583830585,7.2679030458136,-1.63093063145795,0.123167747764012,0.269629602945868,-5.7352555900545
"f1029",0.05716177730047,9.09262882744558,1.63080033443604,0.123195446980579,0.269629602945868,-5.73544683909838
"f7481",0.096410066012508,10.9580352279683,1.63056838660268,0.123244768882515,0.269629602945868,-5.73578726389965
"f6858",-0.0658390755247407,10.8362310365808,-1.63049172157434,0.123261074829919,0.269629602945868,-5.73589977601199
"f4494",-0.0726265263019856,6.77150538482353,-1.63047350659181,0.123264949261583,0.269629602945868,-5.73592650742109
"f475",-0.0601879055544217,10.3247094473958,-1.63039349932802,0.123281968504943,0.269629602945868,-5.73604391964482
"f4100",-0.073574161322215,5.63659522221332,-1.63027792387862,0.1233065574168,0.269629602945868,-5.73621352172315
"f5869",0.0810806174501302,9.79516775942836,1.62958461477968,0.123454148696145,0.269891929461028,-5.73723074597115
"f9932",-0.0888034533129396,8.15537651729565,-1.62834836470781,0.12371769707335,0.270407583983586,-5.73904381878572
"f8225",0.0844436770306647,11.0540071502999,1.62821831270642,0.123745450077954,0.270407749331606,-5.7392344955488
"f1784",0.0656996452967267,8.47155854374781,1.6278155764041,0.123831427595213,0.270535117979703,-5.73982490254424
"f4422",-0.159902689691361,7.36829483399704,-1.62765340352908,0.123866063280154,0.270542601776164,-5.740062617162
"f20",-0.0609352301492603,8.70402266468449,-1.62754024647141,0.123890235450006,0.270542601776164,-5.74022847403001
"f7838",-0.21927906419487,9.17862649068035,-1.62722907640186,0.123956727248438,0.270627312897706,-5.74068452120538
"f639",0.065072689969262,7.36866240438527,1.62661717614001,0.124087569287363,0.27085244681357,-5.74158113589436
"f1237",-0.0627015304996483,8.95781233163362,-1.62642682660642,0.124128295687337,0.270880823959188,-5.74186000577253
"f4216",0.180568446639005,5.33693177429382,1.62475450876984,0.124486590823514,0.271602052779306,-5.74430903156774
"f2183",0.0650171035311455,10.1827226692013,1.62456671808899,0.124526880408713,0.271629297073705,-5.74458393073068
