index	CD_1	CD_2	CD_3	Ctrl_1	Ctrl_2	Ctrl_3
hp2	77.1	58.9	58.3	32.6	31.5	39.2
hp7	16.5	12	14.4	5.7	5.7	8.9
hp8	3.2	5.5	6	12.4	8.6	16.9
hp9	53.9	45.4	52.8	26.1	34.9	35.9
hp10	33.9	30.6	36.2	18.3	24.5	23.9
hp11	85.5	107.9	190.6	29.4	62.4	38.6
hp14	94.3	131.7	87.2	44.2	72.2	54
hp15	42.9	22.9	42.9	17.7	13.7	12.3
hp19	6.6	11.8	11.1	21.6	15	23.1
hp22	44.3	35.7	38	52.9	79.7	59.2
hp23	33.3	34.9	48.9	84	53.8	62
hp24	104.1	92.3	52.8	127.1	242.3	260.3
hp25	27.6	21.4	24.6	18.1	11.2	14.9
hp27	10.2	7.2	9.5	13.4	11.4	14.9
hp29	124.8	108.7	144.6	239.6	159.5	187.7
hp32	5.2	5.7	7.7	12.6	8.3	9.2
hp35	124.1	81.2	101	53.8	71.3	72.1
hp36	34.4	28.1	39.5	21.8	21.9	27.7
hp38	6.1	5.8	5.6	3.8	5	4.4
hp39	18.6	23	30	15.8	11.7	16.3
hp40	31.7	17	32	8.1	11.5	16.9
hp41	43.6	52.5	67.7	28.2	33.9	41.6
hp42	13.5	14.8	16.4	10.3	10.5	13.3
hp45	81.5	49	74.8	32.9	48.6	38.8
hp49	40.3	16.3	24.7	7.8	12.6	13
hp50	65	105.9	97.8	161.4	116.8	153.4
hp56	113.1	122.6	169.8	235.7	171.7	189.8
hp57	28.3	11.4	10.8	4	5.8	8
hp61	45.9	73	46.3	67.6	129.3	139.9
hp64	13.5	31.1	30.8	63.8	42.6	55.7
hp66	32.8	22	29.4	9	19.6	15.9
hp68	9.7	9.5	6.9	9.9	15	13.6
hp69	53.2	30.2	33.9	17.7	16.7	30.7
hp72	13.5	18.7	22.1	11.8	10.5	12.6
hp73	55.7	104	107.3	170.4	119.9	184.9
hp74	698	377.6	532.5	274.6	295.8	387.1
hp75	27.8	20.6	16.5	14	12.2	15.4
hp77	12.8	15.3	14.4	8.1	9.2	12.6
hp78	10.7	14	10.5	17.2	17.7	12.9
hp81	9	9.9	10.8	6.4	9	7.3
hp82	33.8	58.6	61.1	83.7	67.1	102.7
hp89	60.5	85.9	93.2	144.1	91.4	122.9
hp90	7.7	9.7	10.2	12.8	10	13
hp91	43.2	17.2	37.6	16.5	10.7	16.3
hp94	59.8	46.4	52.2	27.6	27.9	46.9
hp95	28.6	27.4	28.5	13.7	23.6	18.2
hp96	86.1	37.9	53.9	19.9	27.2	42.3
hp97	25.7	16.2	24.2	12	12.6	18.6
hp98	64.5	36.6	53.4	29.7	36.8	31.1
hp99	19.2	46.7	40.1	45.2	76.1	98.6
hp100	10.8	14.2	15.5	9.5	9.8	10.7
hp102	7	25.9	26	62.6	42.2	58.2
hp116	21.2	26.9	40.6	9.6	22.8	15.8
hp117	4.6	8	9.9	19	9.8	11.7
hp119	177.1	371.9	326.7	515.9	419.1	541.5
hp120	9.5	10.3	12.7	6.1	9.6	4.7
hp121	97.4	216.9	197.9	354.9	245.9	301.2
hp122	26.4	37.7	45.2	132	45.8	68.5
hp123	4.3	6.2	9.3	2.4	3	5.3
hp125	31.4	41.6	38	28.5	29.4	32.9
hp130	21.1	22.6	23.8	13.3	20.4	17.2
hp136	29.4	31.1	25	12.5	20.6	23.3
hp137	5.6	7	9.5	9.5	11.5	10
hp139	7	10.3	7.2	10.7	35.7	15.9
hp140	12.7	24	20.4	30.5	24.2	31.3
hp142	32.7	59	84.3	121.1	87	101.1
hp146	97.3	16	28.1	8	10.7	13.4
hp147	22.3	38.2	21.3	9.3	20.7	17.2
hp148	40.4	19.3	22	15.6	14.2	15.8
hp151	2.3	4.3	2.4	5.2	3.5	4.9
hp152	5.2	9	8.2	3.5	5.7	5.4
hp155	12.3	10.4	11.7	12.1	16.3	13.4
hp158	13.6	8.7	12	9.6	4.6	7.7
hp159	17.2	21.1	34.3	11.7	20.1	12.9
hp160	95.1	26.3	32.1	22.1	13.3	20.3
hp161	23.1	91.5	90.9	225.2	95	172.6
hp162	269.5	147.8	155.9	158.8	89.7	113.2
hp165	10.7	42.4	41.9	82.7	66.3	69.6
hp168	20.2	30.3	19	27.3	84.1	40.4
hp169	12.6	10.6	15.2	14	17	24.7
hp170	13.8	59.8	69.4	123.8	111	122.8
hp174	25.3	31.3	55.6	15.2	30.4	19.1
hp175	37.4	25.6	17.3	16.8	15.7	14.9
hp176	75.8	101.9	120	68.2	63.6	88.9
hp177	47.9	38.9	29.4	30.1	23.6	31.5
hp180	2.8	4.5	3.7	4.6	5.2	4.5
hp183	510.9	32.1	113.3	25.3	19.1	23.3
hp184	73.1	38.6	41.2	17	39.7	32.3
hp185	26.8	36.7	21.7	10.2	19.3	23.1
hp187	18.8	19.6	24	34.6	23.8	23.5
hp188	233.9	37.8	69.9	20.3	33.7	34.1
hp189	13.2	19.4	29.1	13.4	9.4	14.7
hp190	16.8	7.4	12.5	8.7	2.4	6.7
hp194	15.7	55	34.8	44.8	68.1	89.9
hp198	33.9	135.8	128	253.3	189.6	192.5
hp200	2	4.7	4.4	4.5	5.4	10.1
hp202	124.3	413.7	372.9	706.7	407	648.9
hp203	45.9	35.2	49.1	44.8	130.1	85.7
hp207	506	185.2	158.3	156.9	90.9	122.3
hp208	16	54.6	104.2	156.5	103.9	147
hp212	26.4	29.5	27.5	27.8	41.2	37.3
hp219	25.1	39.6	51	21.2	26	28
hp220	109.3	47	72.3	49.2	39	47.9
hp221	7.6	6.2	16.5	4.6	2.4	8
hp223	12.5	30.2	33.7	44.9	39.3	44.8
hp227	6.2	9.6	11.7	13.2	9.8	18.6
hp228	98	128.9	141.9	196	127.3	158
hp229	10.2	27.8	32.1	48.8	36.9	40
hp230	58.3	27.9	32.2	24	25.7	23.1
hp231	2.6	9.4	7.7	8	13.4	16.7
hp232	3.1	11.8	8.9	19.5	12.9	12.9
hp233	8.9	25.8	20.1	6.7	12.5	9.1
hp239	6.2	34.5	37.4	70.9	51.2	60.5
hp241	17.5	25.2	32.6	28.1	36.6	38
hp242	3.4	12	16.8	27	14	26.3
hp245	11.8	21.3	26.8	5.5	12.3	15.6
hp247	3.2	5.2	6.9	2.4	3.8	3.6
hp248	9.9	16.8	26.2	39.1	20.6	26.5
hp250	35	30.6	50.7	33.9	22.4	29.3
hp251	3.1	9.5	10.9	17.3	12.5	13.1
hp253	3.6	6.9	7	8.3	7.3	9.5
hp254	368.9	145	213.6	154.8	115.9	147
hp260	276.4	248.7	186.4	124.6	202.4	202.9
hp261	12.6	14.8	17.3	5.9	11.3	13.1
hp264	2.9	5.1	8.2	2.9	4	2
hp265	17.9	28.5	39.1	51.4	42.7	31.4
hp268	10.9	17.7	26	12.5	8.9	11.8
hp271	3	5.1	7.3	8.6	5.8	8.5
hp272	221.2	514.1	474.4	619.6	485.1	732.6
hp273	15.3	39.3	50.1	69.6	54.9	52.8
hp275	213.9	556.3	473.1	746.8	489.5	718.1
hp277	2.9	27.3	32.8	64.4	42.5	58.5
hp278	15	40.3	43.4	56.5	50.8	55.5
hp279	18.4	16.4	38.1	9.4	17.5	16.3
hp281	16.6	56.9	47	71.8	59.5	75.9
hp283	4.2	11.2	10.4	17.1	9.3	15.9
hp286	9	27.2	34.5	46.9	32.9	45.6
hp288	2.6	12.4	15.4	25.4	15.4	22.6
hp290	51.6	99.4	114.2	167.7	99.5	126.2
hp293	2.1	19.4	11.9	30.5	18.1	27.5
hp296	14.6	27.4	32.3	17.8	13.8	15.6
hp298	13	158.3	77.7	90.5	396	202.9
hp299	13.6	144.1	119.1	295	160.7	229.5
hp301	5.5	8.4	12.4	5.1	5.6	6
hp302	39.8	122.8	123.2	140.6	139.4	203.8
hp303	2.6	4.8	5.1	3.5	2.5	2.3
hp304	9.9	15	17	16.3	16.5	21.6
hp305	4.5	8.3	4.8	7.3	8.9	7.3
hp306	28.9	61.7	65.5	128	51.6	85.6
hp308	3	4.9	7.1	7.2	7.1	7.3
hp314	21.3	32.5	53.9	67.5	44.5	47.2
hp315	3.5	8.4	9.9	8.6	10.4	16.9
hp316	15.2	26.5	27.7	34.8	22.8	42.6
hp317	4.2	8.5	11.5	10.3	11.8	14.8
hp321	12.9	24.5	24.6	21.8	31.9	33.1
hp322	20.2	54.8	54	17.4	34.7	18
hp325	9.9	26.9	27.9	37.9	27.7	37.2
hp327	10.6	25.5	26.8	8.8	13.8	13.6
hp328	31.4	56.5	53	84.9	44.6	77.3
hp329	54	88.9	92.2	95.3	99.2	109.1
hp330	5.2	69.4	49.2	96.3	87.1	113.7
hp331	22.2	19.3	25.5	25.4	23.1	28.6
hp334	32.3	49.9	104	20.9	48.8	28.4
hp336	11.4	8	12	6.4	10.4	7.4
hp338	6	5.1	6.4	10.5	5.6	8
hp342	26.3	274.8	287.1	501.2	367.1	501.6
hp345	10.7	115	121.1	141.1	129.6	366.4
hp346	14.5	32	25.4	7.8	18.1	18.8
hp348	7.1	12.8	26.1	3.8	11.9	7
hp350	8.6	40.6	31	53.6	37.4	51.8
hp352	2.1	15	27.3	45.6	15.5	46.7
hp355	4.4	8.6	8.9	2.4	6.5	4.9
hp357	119	133.4	162.3	232.4	124.5	249.2
hp360	28.6	37.7	42.2	33.3	55.1	61.8
hp361	13.8	39.2	49.8	11.6	24.4	14.7
hp363	18.8	223.1	212.1	344.1	278.2	413.7
hp364	13.1	15.4	18.6	6	11.5	15.3
hp367	23.9	51.9	58.2	30.3	25.6	25.6
hp368	7.6	48.2	45.3	55.8	49.8	96.3
hp369	82.7	8.9	20	8.6	7.8	10.6
hp372	9.7	16.3	22.8	24.2	19.4	23.8
hp373	4.2	7	8.3	7.2	9.4	9.3
hp374	74.9	158	203.1	189.7	196.7	250.7
hp375	3.3	8.1	11.4	2.4	5.1	4.4
hp376	24	248.3	252.1	466.4	265.5	417.5
hp378	14.5	27.3	29.3	15.4	21.7	11.2
hp379	3.1	24.4	17.9	31.5	27.7	28.8
hp380	6.9	15.9	15.4	20.4	13.6	21.3
hp381	3.3	8.4	7.6	10.6	6	15.5
hp387	6.6	11.8	13	11.7	13.5	16.7
hp388	6.2	12.5	13.9	16.4	12.2	16.5
hp389	59.8	222.7	236.3	348.7	202.3	320
hp390	8.3	13.6	16.5	8.3	7.4	11.7
hp393	8.4	19.9	18.4	20.3	23	22
hp394	9.4	40	32.7	7.3	16.4	13.9
hp395	22.8	62.5	80.9	90.2	72.8	94.5
hp396	7.6	16.8	18.6	19.6	16.7	24.7
hp397	61.8	120.1	128.4	162.8	116.3	139.4
hp398	47.1	32.3	36.7	29.7	34.4	33.7
hp401	2.7	7.1	6.3	7.1	7.1	9.1
hp402	22.7	14.7	14.2	14.3	12.4	13.8
hp406	26	87.1	70.8	115.1	62.5	115.7
hp407	30.7	82.8	101.7	127.8	100.6	98.6
hp408	32	94.1	100.6	139.3	93.9	114.1
hp409	4.3	254.1	41.4	480.9	104.9	143.4
hp410	2.4	5.3	7.1	2.6	2.5	3.4
hp411	226.5	67.7	114.8	111.9	55.1	59.4
hp412	17	77.5	76.8	91.5	84.3	113.8
hp413	5.3	8.6	7.9	5.3	3.4	7.3
hp417	5.9	99.4	84	125.4	97.8	196.7
hp418	2.1	43.3	51.7	79	53	93.4
hp419	5.2	7	11.1	2.6	5.7	6.8
hp420	22.3	66.7	50.3	42.1	88.6	93
hp422	3.3	51.9	44.2	149.4	38.5	59.2
hp423	6.8	45.7	50.1	67.3	53.3	68.6
hp424	7.9	9.6	10.7	8.7	12.2	14.3
hp425	65.1	113	102.1	101.3	121.2	125.3
hp426	2.6	21.9	20.5	16.5	30.9	44.4
hp427	6.2	57.6	55.5	88.7	52.1	95.3
hp429	41.2	139.3	96.7	128.8	120.4	163.4
hp430	21.2	58.5	74.6	77.5	67.9	88.8
hp434	17.6	7.3	11	7.8	8.3	7.5
hp435	4.1	16.3	13.3	13	18.5	22.4
hp436	25.1	872.1	872.9	1517.4	959.1	1828.9
hp438	4.2	8	8.4	4.9	4.1	5.5
hp440	25.2	86.1	71.4	69.2	99	111.1
hp441	7.9	9.6	16.4	9.9	7.8	6.2
hp445	14.4	55.1	42.1	55.2	47.5	68.7
hp446	11.2	15	26.9	40	18.4	21.3
hp448	5.3	328.3	294.4	524.1	329.8	770.2
hp449	4.5	9.4	8.9	12.3	8.9	9
hp453	6.1	17.5	20	21.3	19.6	23.8
hp454	19.8	27.6	44.5	79.7	28.5	41.3
hp456	7.4	13.1	18.2	4.1	10.3	10.1
hp457	8.4	14.3	14.9	20.8	11.3	19.4
hp459	4.7	10.1	8.8	10.2	10.3	10.4
hp461	18.4	250.3	202.1	295.4	255.9	364.9
hp465	8.1	58.9	96.8	146.1	53.7	127
hp467	10	25	31.5	8.1	17.2	12.9
hp469	14.8	37.4	42.6	36.3	41.8	59.9
hp470	20.3	48.3	57.5	63.2	50	64.8
hp471	3.7	156.3	137.8	184.1	210.5	280.7
hp472	30.8	94.2	88.3	26.6	62.3	32.5
hp473	11	9.4	19.5	10.6	5.7	11.3
hp474	16.9	49.7	54.8	56.4	51.6	70.7
hp475	8.9	46.5	43.5	36.4	56.6	75.5
hp476	18.9	2231.6	2104.1	2666	3193.2	5572.6
hp477	6.7	7.3	14.9	10.5	13.1	14.5
hp478	16.6	26.9	43.5	42.9	38.8	35.1
hp479	5.4	10.2	17.1	4.4	10.2	4.8
hp480	5.4	38.5	45.2	58.7	41.2	57.3
hp481	7.3	10.3	16.3	4.1	10.5	8.1
hp482	17.1	1000	764.6	1552.8	772	1913.7
hp484	28.5	39.4	42.8	45.3	37.8	46.1
hp487	3.7	15.6	35	3.6	8.3	5.3
hp489	5.6	12.1	13.7	8.6	2.2	7.9
hp493	22.1	43.2	50.1	62.1	41.9	50.1
hp494	5.9	31.6	24.2	27.9	28.2	43.8
hp495	4.7	12.4	8.6	12.8	10.2	11.7
hp496	10	48.9	50.8	60.6	49.5	67.4
hp497	23.9	820.8	856.9	1440.4	829.1	1457.3
hp499	593.8	219.8	238.5	177.4	180.8	275.8
hp501	4	13.4	7.3	20.4	7.8	11.2
hp502	2.2	13.5	9.9	17.1	9.5	16
hp503	17.4	55.4	61.9	14.4	32.4	24.8
hp504	3.9	13.7	13.1	10.6	18	18.6
hp505	6.7	32.3	38.1	35.3	43.7	45.8
hp506	3	9.3	7.9	13.1	6.1	11.7
hp510	20.1	33.8	35.5	31	34.4	48.7
hp511	12.4	48.1	58.7	82	45.1	62.6
hp512	11.4	614.9	138.7	971.3	285.7	313.4
hp514	22.7	18.1	25.1	24.8	21.7	31
hp515	9.9	20.6	23.7	9.9	14.9	11.5
hp516	23.9	63.9	67.2	73.1	59.1	86.4
hp518	9.4	15.3	20.1	9.8	13.8	8.6
hp519	121.7	162.3	167.9	134.1	246	205.1
hp520	115.6	10.2	22.8	13.6	11.1	11.5
hp521	21.9	1621.7	1548.2	2142.9	1714.2	3510.8
hp523	66.4	190.6	206.1	57.8	141.1	69.5
hp524	7.1	165.9	85.4	157.4	120.4	203.5
hp526	2.3	35.1	16	21.9	30	42.4
hp527	2.6	5.1	4.3	6.9	3.8	5.2
hp529	11.3	25.9	33.5	25.7	35.4	37.3
hp530	87.6	312	429.2	478.7	343.1	446.3
hp531	5.3	10.2	17	4.5	6.6	8.3
hp533	31.5	36.8	47	48.1	37.9	47.8
hp534	6.7	12.6	16.3	14	14.2	18.6
hp535	2.6	24.1	30.9	32.4	28.4	40.1
hp536	5.5	19.6	14.5	22.7	13.9	21
hp537	25.3	49.2	45.7	62	43.7	47
hp538	7.5	14.5	20	4.3	8.2	14.2
hp540	30.5	82	101.2	99.9	100.8	99.6
hp541	9.8	25.9	21.7	23.5	25.8	27.7
hp542	137.5	784.6	952	1062	777.1	1219.5
hp543	3.7	5.3	8.4	3.3	4.8	4.2
hp544	39.8	144	181.7	202.8	125.7	238.5
hp545	11.3	29.2	33.8	48.7	22.2	40.6
hp546	9.6	15.4	24.1	7.7	9.3	16.1
hp547	10.9	40.5	40.6	8.6	17.4	21.5
hp548	4.2	214.1	248.7	260.7	220.1	536.3
hp549	6.6	17.3	53.5	2.3	11.3	15.7
hp550	6.7	16.3	19.6	8.9	11.1	6.1
hp551	3.5	195.1	117.7	175.3	147	323.8
hp552	13.1	693.3	972.8	821.4	929	1851.3
hp553	7.2	31.3	34.4	24.1	37.5	57.4
hp554	4.5	10.6	12.9	5.2	5.4	6.7
hp556	132.7	242.6	266.9	197.9	344.6	307.5
hp557	27.8	58.8	98.4	20	41.2	45.5
hp558	30.5	210.5	206.9	289.7	159.4	301.4
hp559	3.4	9.9	10.3	9.6	10.7	12.7
hp560	9.1	19.6	14.5	9.2	12.4	10
hp562	13.7	28.2	57.4	13.6	19.1	19.1
hp565	11.3	53.5	45.3	69.4	38.3	62.3
hp566	2.7	8.5	11.4	14	7.1	13.6
hp567	17.5	768.6	791.5	652.8	960	1647.9
hp568	33.1	227.8	331.6	357.3	253.7	362.1
hp571	68.9	132.3	125.5	59	96.7	88
hp572	36.8	45.4	45.7	28.4	43.1	39
hp573	11.5	14.5	11.7	10	10.1	13.3
hp574	55.2	20.6	32.2	22.8	24	24
hp575	14.3	48.4	59.4	47.4	62.8	67.8
hp578	46	96.7	100.6	96.1	94.9	122
hp579	24.8	62	77.7	18.9	46.3	34.3
hp580	3.9	10.2	9	12.3	7.5	11.7
hp581	61.3	184.6	278.7	286.7	210.2	260.2
hp582	3.3	9.8	17.3	16.5	12.2	15.5
hp583	111.9	290	458.7	469.5	306.5	453.1
hp584	15	62.5	75.4	94.8	57.9	78.5
hp585	9	19.8	24	22.9	20.9	25.7
hp586	9.9	27.6	23.1	10.6	16.6	11.5
hp587	4.2	111.3	105.2	93	104.3	232.1
hp589	14.7	622.4	561.9	677.7	539.5	1070.5
hp590	3.1	78.1	62.4	78.5	92.2	81
hp591	4.6	11.8	10.9	15.6	7.8	15.8
hp592	3	7.5	6.8	6.8	7.7	8.2
hp593	3.3	30.1	27.2	28.1	32.1	37.3
hp594	9.3	6.5	4.6	5.1	4.6	5.8
hp595	3.4	5.8	11	9.6	9.4	8
hp596	13.1	30.7	49.8	26.1	66.1	51.6
hp597	4.1	417.7	204.9	186.9	619.6	468.4
hp598	8.3	19.3	17.3	13.9	21.1	25.9
hp600	4.7	14.5	13.7	15.7	13.4	15.8
hp601	3.3	76	75.5	52.1	93.7	148.6
hp602	3.8	12.4	18.8	13	14.3	26
hp604	2.6	13.9	12	12.3	12.3	18.4
hp605	3.9	30.8	33.5	40.5	31.8	36
hp606	24.1	67	70.6	12.5	51.3	33.5
hp607	11	11.9	13.4	10.6	12.8	8.4
hp608	2.9	17.1	15.6	9.7	31.6	20.7
hp610	4.7	5.3	10.5	7	10.8	8.3
hp611	33.1	163.8	156.8	184.3	142.7	197.2
hp612	15.9	517.9	366	386.2	388.5	899.3
hp613	9.9	104.8	71.3	118.4	82.4	92.6
hp614	2.6	8.4	12.2	11.5	9.5	12
hp615	4.6	16.6	19.1	16.3	17.5	24.1
hp616	14.7	24.2	40.2	8.6	21.8	21.4
hp617	1.9	12.1	17.1	13.4	11.6	26.5
hp618	2.6	12.8	21.9	15.7	16.1	25.5
hp619	7.9	7.5	11.2	4.8	8.3	8.4
hp620	2.1	195	158.2	149.5	180.1	367.7
hp621	11.4	41.3	50.8	43.4	52.7	51.3
hp622	134.6	307.6	354.7	318.2	360	357.7
hp624	4.6	8.1	7.5	10	5.8	10.2
hp627	10.4	54.9	38.2	44.3	40.3	68.3
hp628	7.8	413.3	256.8	325	383.4	457.6
hp629	61.3	88.9	116.5	113.8	94.7	110.7
hp630	12.1	45.3	44.1	40.8	47.2	54.5
hp631	12.9	30.7	71.4	81.7	36.6	52
hp633	17.7	24.4	30.6	12.5	19.7	24.9
hp634	5.3	7.9	9.8	5	3.6	8.8
hp635	19.6	207.2	165.3	172.1	210.5	229.6
hp636	6.5	8.2	6.4	5.7	6.5	6.8
hp637	2.4	20.1	28.7	22	28.3	29.9
hp638	6.4	22.3	24.6	20.6	23.8	30.7
hp639	3	24.2	10.3	10.9	18.9	28.9
hp640	2.7	10.2	9.7	10.5	9	12.1
hp642	16.9	65	67.6	61.2	61.9	89.8
hp643	4.1	11.3	12.1	17.5	9.2	11.6
hp645	3.4	33.1	26.4	29.3	30.4	36.9
hp646	3.6	13.5	8.2	11.7	10.2	12
hp647	4	13.1	14.1	11.7	12.4	20.2
hp649	10.9	53.9	46.1	47.5	46.5	66.1
hp652	4.9	6.2	7.1	6.3	6.6	7.6
hp653	14.1	25.5	28.9	7.6	18.2	22.9
hp654	8.2	38.5	31	34	34	41.4
hp656	40.2	76.2	100.1	45.3	62.5	44.1
hp658	20.6	61.5	67.7	8.4	47.2	32.6
hp659	14.6	38.9	37.2	47.7	34.1	37
hp660	5.1	9.7	11.2	3.5	5.5	9.5
hp661	25.6	57.5	104.5	105.2	59.3	95.3
hp663	27.1	52.9	37.7	15.2	37.5	34.4
hp665	324.5	211.1	380.3	303.8	181	243.5
hp666	4.4	9	7.7	6.3	10.2	10.6
hp667	2.5	12	10.4	8.4	11.8	16.1
hp668	10.7	63.2	55.5	49.4	66.4	72.8
hp669	7.9	20.2	32	34	19.5	29.7
hp670	23.8	40.1	47.5	38.6	39.6	63.1
hp671	6.3	21.9	40.5	7.3	9.6	13.4
hp672	27	59	64.3	73.8	51.7	66
hp673	24.6	20.8	14.4	5	19.1	18.4
hp674	3	62	69.4	57	57.8	108.2
hp675	7.9	8.1	12	6.9	7.8	9
hp676	17.8	17.9	11.1	11.3	30.7	30.6
hp677	12.1	24.8	21.2	7.8	18.9	15.8
hp678	3.8	13.1	22	18.8	15.9	19.4
hp679	12.3	69.4	82.1	80.9	67.8	89.6
hp680	3.2	6.3	5.9	6.5	4.8	8.1
hp681	138.6	168.2	169.8	137.3	233.6	209.2
hp682	7.5	23.6	46.4	59	23	35.4
hp683	2	227.6	100.9	77.3	256.7	254.8
hp684	5.4	31.1	36.4	30.8	32.7	42.9
hp685	12.6	708.4	515	688.4	494.5	841.6
hp688	11.8	22.4	19.1	25.6	14.4	33.6
hp690	3	27.2	21.6	15.8	30.9	34.2
hp691	19.1	21.3	27.8	13.9	20.2	23.3
hp693	7.2	101	109.1	110.9	101.5	119.6
hp694	7.3	50.9	26.5	28.9	35.3	60.5
hp695	3	193.6	237.1	184.5	195.1	347.4
hp699	14.5	18.5	22.3	11.7	20	14.7
hp700	3	8.5	13.6	9.9	10.5	13.6
hp701	18.7	69.8	85.1	76	75.9	86.2
hp703	3.1	31.9	16.6	13.9	33.9	32.2
hp704	5.3	43.8	54.3	31.6	45.5	94.7
hp706	5.3	98.7	69.8	38	102.6	186.1
hp707	7.6	19.8	39.8	60.6	15.6	35.8
hp708	3.2	22.8	28	24	29.9	24.8
hp709	17.3	37.1	36.4	32.3	33.5	49.2
hp710	12.2	44.7	43.2	31.3	47.5	62.5
hp713	2.1	216.4	99.2	70.6	215.6	262.7
hp715	8.6	9.6	11.7	2.8	8.2	11.3
hp716	52.6	152.4	156.6	150.8	134.5	190.2
hp717	13.2	61.9	54.2	67.4	48.7	62.8
hp718	1.9	11.2	7.4	8.3	9	10.9
hp719	51	70.6	82.4	92	62.4	86.5
hp720	5.7	199.9	214.7	132.2	169.6	461.6
hp721	15.2	32.5	31.9	8	26.5	21.3
hp723	2.2	33.6	34.6	26	29.4	57.6
hp724	2.6	15.1	12.4	11.9	13.6	16.9
hp728	10.7	13.8	16.3	12.1	8.7	13.7
hp729	131.9	449.1	387.6	515.1	296.4	514.7
hp730	10.6	15.9	27.5	30.4	13.8	32.4
hp732	5.2	8.2	6.9	5.8	8.4	11.6
hp733	2	77.4	60.9	60.3	69	85
hp734	6.2	18	19.5	16.6	18.8	21.7
hp735	17.9	997.6	501.6	338.5	1198.6	1026.9
hp736	3.6	8.8	6.4	5.7	7.9	10.9
hp737	18.9	91.8	96	81.1	88.2	120.1
hp738	298.9	150.1	145.8	133.2	130.2	180.6
hp739	71.5	273.2	306.6	339.7	241.3	305.3
hp740	5.4	12.3	14	15.3	11.4	13.4
hp742	3.4	16.2	16.4	11.7	17.6	21.8
hp743	5.7	28.8	27.9	42.7	23.5	23.8
hp744	73.7	170.4	198.7	47	86	167.7
hp745	4.1	20.4	38.1	28.3	24.5	34.6
hp746	7.2	10.1	13.9	10.3	12.2	14.6
hp747	11.9	5.6	18.4	6.4	10.4	6.1
hp748	2	3.6	6.7	6.4	3.7	6.2
hp749	5.3	24.6	25.9	26	22	28.6
hp750	6.6	11.8	9.6	6.2	6	10.3
hp751	2.1	42.1	30.3	39.7	36.2	33.1
hp752	53.7	69.6	77.9	79.5	63.8	83.6
hp753	17.3	144.1	150.3	140.6	123.6	187.7
hp754	4.5	8.3	9.4	11.9	8	7.7
hp756	4.9	22.3	31.4	22.2	25.4	34.3
hp757	4.5	9.9	11.2	6.6	8.2	3
hp759	55	190.4	237	231.2	179.1	236.7
hp760	4.6	18.8	11.8	4.1	7.2	9.2
hp761	9.7	32	31.5	23	40.6	35.4
hp762	16.1	18.4	24.6	17.4	15	18.9
hp763	14.2	33.8	20.1	10.6	20	19
hp765	6.9	19.6	28.6	25.6	21.6	25
hp766	4	21.3	14.3	13.7	20	20.3
hp767	4.9	25.1	21.6	15.4	26.7	32.2
hp768	8.9	72.3	58.6	57.6	62.7	76.7
hp769	2.5	34.4	31.6	34.1	25.4	41.6
hp770	2.3	240.3	64.1	72.6	229	136.3
hp771	20	56.4	54.7	68.7	42	60.8
hp772	18.5	58	92	80.7	67.8	75.1
hp773	12.9	9.7	8.1	7.4	19	18.7
hp775	3.8	47.7	35	43	41.8	37.8
hp776	26.2	54.7	67.6	79.6	47.9	61.9
hp777	15.7	37.8	49.3	9.4	30.9	26.1
hp778	48	63.1	85.2	83.8	60.6	87.6
hp780	9.3	28.6	33.3	33.6	28.3	30.7
hp781	2.3	10.7	12.5	9.6	13.3	12
hp782	26.6	84	74.9	71.2	75.2	92.6
hp783	31	96.4	115.5	131.6	66.8	143.7
hp784	23.9	85.1	87	101.6	74.9	82.6
hp785	26.8	66.8	98.9	79.9	69.2	101.3
hp786	28.1	115.6	142.5	118.7	114.1	154.6
hp788	19.4	57.2	25.6	11.6	28.5	27.1
hp790	3.7	45	41.7	47.3	32.4	51
hp791	18.4	58.8	70.2	18.9	39.5	28
hp792	5.5	13.1	10.7	9.7	14.6	12
hp793	5.3	160.5	211.6	208.6	118	241.1
hp795	15.3	17.2	15.2	16.5	15.3	22.3
hp796	2.4	14.5	13.7	11.4	15.3	15.3
hp797	8.2	941.6	514.1	673.4	493.9	940.4
hp798	25.4	36.3	44.5	47.2	34.2	42.4
hp799	6.4	16.3	22.6	5.2	11.2	12
hp800	7.7	43	41.3	38.7	35.9	51.7
hp801	30.4	204.6	154.5	153.7	158.5	224.5
hp802	5.8	18.5	23.6	17.3	19	27.6
hp803	39.4	95.4	86	78.5	81.1	117.5
hp804	3.5	52.8	78.3	46.8	55.6	96.1
hp805	6.8	26	42.6	26.3	35.1	40.4
hp806	35.6	85.1	87.9	97.9	78.8	81.7
hp807	8.9	19.5	21.8	20	18.5	23.1
hp808	31.7	45.2	53.4	2.4	48.3	39.7
hp809	2.4	6.2	12.7	11	7.4	9.4
hp810	2.8	17.2	15.8	14.8	22.7	12.8
hp811	15.8	92	99.2	8.6	61.5	31.6
hp813	47.3	228.4	225.1	193	205.4	279.1
hp815	9.9	24.6	32.3	8.2	19.9	15.2
hp816	2.6	13.3	17.5	11.9	13.5	21.2
hp817	18.2	82.1	125.2	104.7	90.6	106.1
hp819	5.6	13.8	20.4	13.1	21.3	17.3
hp820	86.7	162.7	131.5	62.8	120.5	118.3
hp821	15.9	24.7	31.4	42.4	19.2	33.4
